Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AppRegression,,,2018-09-04 17:13:49,2018-09-04 17:13:50,"1,204s",FAILED
,,,,,,
Test Cases/App/Android/TC/New Test Case,,,2018-09-04 17:13:49,2018-09-04 17:13:50,"0,693s",FAILED
callTestCase,,,2018-09-04 17:13:50,2018-09-04 17:13:50,"0,406s",FAILED
