Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-04 15:56:10,2018-09-04 15:56:33,"22,688s",PASSED
,,,,,,
Test Cases/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-04 15:56:11,2018-09-04 15:56:19,"8,605s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:11,2018-09-04 15:56:16,"5,195s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:16,2018-09-04 15:56:17,"0,869s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:17,2018-09-04 15:56:18,"0,914s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:18,2018-09-04 15:56:18,"0,268s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:18,2018-09-04 15:56:19,"0,305s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:19,2018-09-04 15:56:19,"0,228s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:19,2018-09-04 15:56:19,"0,243s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:19,2018-09-04 15:56:19,"0,218s",PASSED
,,,,,,
Test Cases/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-04 15:56:19,2018-09-04 15:56:25,"5,263s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:19,2018-09-04 15:56:24,"4,624s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:24,2018-09-04 15:56:24,"0,456s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:24,2018-09-04 15:56:25,"0,060s",PASSED
,,,,,,
Test Cases/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-04 15:56:25,2018-09-04 15:56:32,"7,669s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:25,2018-09-04 15:56:30,"5,782s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:30,2018-09-04 15:56:32,"1,636s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:56:32,2018-09-04 15:56:32,"0,068s",PASSED
