Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-05 15:33:26,2018-09-05 15:34:48,"1m - 22,346s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-05 15:33:26,2018-09-05 15:33:55,"28,946s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:26,2018-09-05 15:33:35,"9,102s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:35,2018-09-05 15:33:42,"7,068s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:42,2018-09-05 15:33:45,"2,306s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:45,2018-09-05 15:33:47,"2,335s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:47,2018-09-05 15:33:49,"2,349s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:49,2018-09-05 15:33:52,"2,342s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:52,2018-09-05 15:33:54,"2,342s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:54,2018-09-05 15:33:55,"0,797s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-05 15:33:55,2018-09-05 15:34:10,"15,529s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:33:55,2018-09-05 15:34:03,"7,826s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:34:03,2018-09-05 15:34:10,"6,745s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:34:10,2018-09-05 15:34:10,"0,846s",PASSED
,,,,,,
Test Cases/Web/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-05 15:34:10,2018-09-05 15:34:48,"37,459s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:34:10,2018-09-05 15:34:18,"7,753s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:34:18,2018-09-05 15:34:47,"28,861s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 15:34:47,2018-09-05 15:34:48,"0,758s",PASSED
