Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Firefox 61.0,,2018-09-05 16:48:05,2018-09-05 16:49:30,"1m - 25,518s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Home,Firefox 61.0,,2018-09-05 16:48:05,2018-09-05 16:48:36,"30,757s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:05,2018-09-05 16:48:15,"10,077s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:15,2018-09-05 16:48:23,"7,121s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:23,2018-09-05 16:48:25,"2,554s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:25,2018-09-05 16:48:28,"2,557s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:28,2018-09-05 16:48:30,"2,548s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:30,2018-09-05 16:48:33,"2,668s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:33,2018-09-05 16:48:35,"2,527s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:35,2018-09-05 16:48:36,"0,419s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Login,Firefox 61.0,,2018-09-05 16:48:36,2018-09-05 16:48:51,"15,541s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:36,2018-09-05 16:48:44,"8,374s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:44,2018-09-05 16:48:51,"6,793s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:51,2018-09-05 16:48:51,"0,283s",PASSED
,,,,,,
Test Cases/Web/TC/TC_NewUser,Firefox 61.0,,2018-09-05 16:48:51,2018-09-05 16:49:30,"38,875s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:48:51,2018-09-05 16:49:00,"8,586s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:49:00,2018-09-05 16:49:30,"29,900s",PASSED
callTestCase,Firefox 61.0,,2018-09-05 16:49:30,2018-09-05 16:49:30,"0,322s",PASSED
