Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-05 16:46:41,2018-09-05 16:48:03,"1m - 21,983s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-05 16:46:41,2018-09-05 16:47:10,"28,811s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:46:41,2018-09-05 16:46:50,"9,066s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:46:50,2018-09-05 16:46:57,"7,018s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:46:57,2018-09-05 16:47:00,"2,321s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:00,2018-09-05 16:47:02,"2,278s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:02,2018-09-05 16:47:04,"2,306s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:04,2018-09-05 16:47:06,"2,355s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:06,2018-09-05 16:47:09,"2,332s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:09,2018-09-05 16:47:10,"0,823s",PASSED
,,,,,,
Test Cases/Web/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-05 16:47:10,2018-09-05 16:47:25,"15,324s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:10,2018-09-05 16:47:17,"7,746s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:17,2018-09-05 16:47:24,"6,696s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:24,2018-09-05 16:47:25,"0,768s",PASSED
,,,,,,
Test Cases/Web/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-05 16:47:25,2018-09-05 16:48:02,"37,510s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:25,2018-09-05 16:47:33,"7,722s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:47:33,2018-09-05 16:48:02,"28,925s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 16:48:02,2018-09-05 16:48:02,"0,756s",PASSED
