Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AppRegression,,,2018-09-05 15:32:11,2018-09-05 15:33:23,"1m - 11,942s",PASSED
,,,,,,
Test Cases/App/Android/TC/TC__ExploratoryWF1,,Lorem Ipsum Lorem Ipsum Lorem Ipsum Lorem Ipsum Lorem Ipsum Lorem Ipsum Lorem Ipsum Lorem Ipsum,2018-09-05 15:32:12,2018-09-05 15:33:23,"1m - 11,510s",PASSED
callTestCase,,,2018-09-05 15:32:12,2018-09-05 15:32:46,"33,669s",PASSED
callTestCase,,,2018-09-05 15:32:46,2018-09-05 15:33:20,"33,869s",PASSED
callTestCase,,,2018-09-05 15:33:20,2018-09-05 15:33:23,"3,674s",PASSED
