Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-04 15:34:31,2018-09-04 15:35:29,"57,708s",FAILED
,,,,,,
Test Cases/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-04 15:34:31,2018-09-04 15:34:40,"8,819s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:32,2018-09-04 15:34:37,"5,268s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:37,2018-09-04 15:34:38,"0,934s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:38,2018-09-04 15:34:39,"0,944s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:39,2018-09-04 15:34:39,"0,261s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:39,2018-09-04 15:34:39,"0,269s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:39,2018-09-04 15:34:40,"0,273s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:40,2018-09-04 15:34:40,"0,247s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:40,2018-09-04 15:34:40,"0,297s",PASSED
,,,,,,
Test Cases/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-04 15:34:40,2018-09-04 15:34:46,"5,775s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:40,2018-09-04 15:34:45,"5,074s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:45,2018-09-04 15:34:46,"0,445s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:46,2018-09-04 15:34:46,"0,063s",PASSED
,,,,,,
Test Cases/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-04 15:34:46,2018-09-04 15:35:28,"41,995s",FAILED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:46,2018-09-04 15:34:51,"4,371s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:51,2018-09-04 15:34:55,"4,824s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:34:55,2018-09-04 15:35:28,"32,563s",FAILED
