Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-04 15:40:47,2018-09-04 15:41:16,"28,816s",FAILED
,,,,,,
Test Cases/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-04 15:40:47,2018-09-04 15:40:56,"8,566s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:47,2018-09-04 15:40:52,"5,037s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:52,2018-09-04 15:40:53,"0,910s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:53,2018-09-04 15:40:54,"1,005s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:54,2018-09-04 15:40:55,"0,269s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:55,2018-09-04 15:40:55,"0,238s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:55,2018-09-04 15:40:55,"0,271s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:55,2018-09-04 15:40:55,"0,262s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:55,2018-09-04 15:40:56,"0,232s",PASSED
,,,,,,
Test Cases/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-04 15:40:56,2018-09-04 15:41:01,"5,253s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:40:56,2018-09-04 15:41:00,"4,672s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:41:00,2018-09-04 15:41:01,"0,412s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:41:01,2018-09-04 15:41:01,"0,061s",PASSED
,,,,,,
Test Cases/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-04 15:41:01,2018-09-04 15:41:15,"13,912s",FAILED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:41:01,2018-09-04 15:41:06,"4,732s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:41:06,2018-09-04 15:41:15,"9,002s",FAILED
