Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Regression,Chrome 68.0.3440.106,,2018-09-04 15:52:47,2018-09-04 15:53:12,"24,786s",PASSED
,,,,,,
Test Cases/TC/TC_Home,Chrome 68.0.3440.106,,2018-09-04 15:52:48,2018-09-04 15:52:57,"9,368s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:48,2018-09-04 15:52:54,"5,490s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:54,2018-09-04 15:52:55,"1,090s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:55,2018-09-04 15:52:56,"1,056s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:56,2018-09-04 15:52:56,"0,248s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:56,2018-09-04 15:52:56,"0,253s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:56,2018-09-04 15:52:57,"0,236s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:57,2018-09-04 15:52:57,"0,247s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:57,2018-09-04 15:52:57,"0,231s",PASSED
,,,,,,
Test Cases/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-04 15:52:57,2018-09-04 15:53:03,"5,536s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:52:57,2018-09-04 15:53:02,"4,889s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:53:02,2018-09-04 15:53:03,"0,431s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:53:03,2018-09-04 15:53:03,"0,063s",PASSED
,,,,,,
Test Cases/TC/TC_NewUser,Chrome 68.0.3440.106,,2018-09-04 15:53:03,2018-09-04 15:53:12,"8,838s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:53:03,2018-09-04 15:53:10,"6,852s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:53:10,2018-09-04 15:53:11,"1,732s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-04 15:53:11,2018-09-04 15:53:12,"0,061s",PASSED
